###nvmain stats
######===============
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.pausedWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.measuredPauses 20
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.measuredProgresses 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.reads 139
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.writes 20
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.activates 72
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.precharges 72
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.actWaits 716
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.actWaitTotal 22401
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.actWaitAverage 31.2863
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.worstCaseWrite 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.num00Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.num01Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.num10Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.num11Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.averageWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.measuredWriteTimes 20
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.cancelCountHisto {0: 19}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.wpPauseHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.wpCancelHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.bankEnergy 26288.7nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.activeEnergy 245.189nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.burstEnergy 170.745nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.bankPower 1.50124e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.activePower 140018W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.burstPower 97505.7W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.refreshPower 1.47749e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.bandwidth 250.66MB/s
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.dataCycles 636
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.powerCycles 108150
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.utilization 0.00588072
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.reads 139
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.writes 20
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.activates 72
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.precharges 72
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.activeCycles 15387
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.standbyCycles 92763
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.fastExitActiveCycles 37383
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.fastExitPrechargeCycles 1605597
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.slowExitPrechargeCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.actWaits 158
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.actWaitTotal 289
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.actWaitAverage 1.82911
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.subArrayEnergy 26110.6nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.activeEnergy 136.216nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.burstEnergy 101.564nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.cancelledWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.pausedWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.measuredPauses 1
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.measuredProgresses 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.reads 93
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.writes 1
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.activates 40
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.precharges 40
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.actWaits 276
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.actWaitTotal 6701
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.actWaitAverage 24.279
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.worstCaseWrite 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.num00Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.num01Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.num10Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.num11Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.averageWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.measuredWriteTimes 1
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.cancelCountHisto {0: 0}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.wpPauseHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.subarray0.wpCancelHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.bankEnergy 26110.6nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.activeEnergy 136.216nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.burstEnergy 101.564nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.bankPower 1.49107e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.activePower 77787.5W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.burstPower 57999.2W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.refreshPower 1.47749e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.bandwidth 148.189MB/s
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.dataCycles 376
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.powerCycles 108150
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.utilization 0.00347665
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.reads 93
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.writes 1
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.activates 40
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.precharges 40
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.activeCycles 11739
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.standbyCycles 96411
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.fastExitActiveCycles 27909
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.fastExitPrechargeCycles 1615071
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.slowExitPrechargeCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.actWaits 129
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.actWaitTotal 295
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.actWaitAverage 2.28682
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank7.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.totalEnergy 342364nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.backgroundEnergy 132587nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.activateEnergy 1610.75nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.burstEnergy 1184.65nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.refreshEnergy 206982nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.totalPower 0.13021W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.backgroundPower 0.0504261W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.activatePower 0.000612612W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.burstPower 0.000450553W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.refreshPower 0.0787207W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.reads 1003
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.writes 98
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.activeCycles 103619
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.standbyCycles 4531
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.fastExitActiveCycles 84238
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.fastExitPrechargeCycles 1558742
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.slowExitCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.actWaits 169
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.actWaitTotal 412
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.actWaitAverage 2.43787
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.rrdWaits 171
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.rrdWaitTotal 415
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.rrdWaitAverage 2.4269
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.fawWaits 17
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.fawWaitTotal 153
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.fawWaitAverage 9
i0.defaultMemory.channel0.FRFCFS.mem_reads 2155
i0.defaultMemory.channel0.FRFCFS.mem_writes 203
i0.defaultMemory.channel0.FRFCFS.rb_hits 1384
i0.defaultMemory.channel0.FRFCFS.rb_miss 974
i0.defaultMemory.channel0.FRFCFS.rb_hit_rate 0.586938
i0.defaultMemory.channel0.FRFCFS.starvation_precharges 35
i0.defaultMemory.channel0.FRFCFS.averageLatency 36.9915
i0.defaultMemory.channel0.FRFCFS.averageQueueLatency 3.71925
i0.defaultMemory.channel0.FRFCFS.averageTotalLatency 40.7108
i0.defaultMemory.channel0.FRFCFS.measuredLatencies 2358
i0.defaultMemory.channel0.FRFCFS.measuredQueueLatencies 2358
i0.defaultMemory.channel0.FRFCFS.measuredTotalLatencies 2358
i0.defaultMemory.channel0.FRFCFS.write_pauses 0
i0.defaultMemory.channel0.FRFCFS.simulation_cycles 1751130
i0.defaultMemory.channel0.FRFCFS.wakeupCount 0
i0.defaultMemory.channel0.FRFCFS.row_buffer_hits 1384
i0.defaultMemory.channel0.FRFCFS.row_buffer_miss 974
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.subArrayEnergy 26244.5nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.activeEnergy 187.297nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.burstEnergy 145.831nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.measuredPauses 2
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.reads 133
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.writes 2
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.activates 55
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.precharges 55
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.actWaits 448
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.actWaitTotal 11821
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.actWaitAverage 26.3862
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.averageWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.measuredWriteTimes 2
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.cancelCountHisto {0: 1}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.bankEnergy 26244.5nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.activeEnergy 187.297nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.burstEnergy 145.831nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.bankPower 1.49872e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.activePower 106958W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.burstPower 83278.3W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.refreshPower 1.47969e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.bandwidth 210.07MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.dataCycles 540
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.powerCycles 109568
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.utilization 0.00492845
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.reads 133
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.writes 2
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.activates 55
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.precharges 55
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.activeCycles 15354
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.standbyCycles 94214
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.fastExitActiveCycles 39161
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.fastExitPrechargeCycles 1602401
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.actWaits 155
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.actWaitTotal 18446744073709551355
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.actWaitAverage 1.19011e+17
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.subArrayEnergy 26260.1nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.activeEnergy 204.324nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.burstEnergy 144.398nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.measuredPauses 27
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.reads 108
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.writes 27
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.activates 60
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.precharges 60
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.actWaits 424
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.actWaitTotal 11141
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.actWaitAverage 26.2759
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.averageWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.measuredWriteTimes 27
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.cancelCountHisto {0: 26}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.bankEnergy 26260.1nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.activeEnergy 204.324nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.burstEnergy 144.398nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.bankPower 1.49961e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.activePower 116681W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.burstPower 82459.8W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.refreshPower 1.47969e+07W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.bandwidth 210.07MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.dataCycles 540
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.powerCycles 109568
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.utilization 0.00492845
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.reads 108
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.writes 27
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.activates 60
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.precharges 60
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.activeCycles 15339
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.standbyCycles 94229
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.fastExitActiveCycles 34824
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.fastExitPrechargeCycles 1606738
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.actWaits 158
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.actWaitTotal 318
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.actWaitAverage 2.01266
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.subArrayEnergy 26502.2nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.activeEnergy 337.135nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.burstEnergy 253.759nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.refreshEnergy 25911.3nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.measuredPauses 24
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.reads 212
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.writes 24
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.activates 99
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.precharges 99
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.refreshes 672
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.actWaits 839
